_id,titulo,portada,slug,descripcion,etiqueta,clasificacion,categoria,subcategorias,labels,estado,createdAT,__v
68044757e58fe4e2192f1c15,Set Eco-friendly Premium 257,d898a561-2795-4ff9-ad8f-32bedb41075b.jpg,set-eco-friendly-premium-257,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Exclusivo,Masculino,680446d22a16ea324e2a7dbf,Premium,['etiqueta_1'],True,2025-04-17 02:12:17,0
68044757e58fe4e2192f1c1f,Bolso de Mano Evening Plus 679,042c544e-31bf-4902-8514-3cc94eae1253.jpg,bolso-de-mano-evening-plus-679,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Edición Limitada,Femenino,680446d22a16ea324e2a7db0,Billeteras,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 01:46:17,0
68044757e58fe4e2192f1c25,Mochila Escolar Hero Pro 550,8778560d-8400-4d59-9e3e-43c450e12006.jpg,mochila-escolar-hero-pro-550,"Diseño ergonómico y resistente, ideal para uso diario. Con compartimentos organizados para satisfacer todas tus necesidades.",Edición Limitada,Niños,680446d22a16ea324e2a7dad,Loncheras,"['etiqueta_1', 'etiqueta_2']",False,2025-04-17 01:31:17,0
68044757e58fe4e2192f1c28,Mochila Explorer Lite 413,e3491415-311b-448f-a454-84b48b27df2c.jpg,mochila-explorer-lite-413,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Nuevo,Masculino,680446d22a16ea324e2a7dab,Mochilas Urbanas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 00:54:17,0
68044757e58fe4e2192f1c2f,Chaqueta Junior Girl Max 347,250deb69-e7bc-49e6-86db-fbdec51ed44e.jpg,chaqueta-junior-girl-max-347,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Edición Limitada,Niñas,680446d22a16ea324e2a7db6,Chaquetas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 00:11:17,0
68044757e58fe4e2192f1c42,Estuche Tech Max 346,25042431-f996-4607-81c0-05e5edb69e6d.jpg,estuche-tech-max-346,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Nuevo,Masculino,680446d22a16ea324e2a7daf,Portadocumentos,['etiqueta_1'],False,2025-04-17 00:43:17,0
68044757e58fe4e2192f1c47,Riñonera Deportiva Plus 735,ab532855-7c15-4d45-ba7a-79bfa2c4ee1e.jpg,rinonera-deportiva-plus-735,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Exclusivo,Masculino,680446d22a16ea324e2a7dab,Mochilas Urbanas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",True,2025-04-17 00:30:17,0
68044757e58fe4e2192f1c4b,Mochila Escolar Hero Max 164,a53c9342-5e12-4915-8264-43ced7c7b008.jpg,mochila-escolar-hero-max-164,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Oferta,Niños,680446d22a16ea324e2a7dad,Mochilas para Niños,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 00:18:17,0
68044757e58fe4e2192f1c52,Sandalias Fun Premium 277,aa2af355-04bf-4f66-a650-a88e2a0334d3.jpg,sandalias-fun-premium-277,"Diseño ergonómico y resistente, ideal para uso diario. Con compartimentos organizados para satisfacer todas tus necesidades.",Nuevo,Niños,680446d22a16ea324e2a7db9,Sandalias,"['etiqueta_1', 'etiqueta_2']",False,2025-04-17 01:54:17,0
68044757e58fe4e2192f1c5e,Audífonos Slim Pro 590,6f329ba0-ec41-41c4-a6c7-4a0d0d2c9664.jpg,audifonos-slim-pro-590,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Nuevo,Femenino,680446d22a16ea324e2a7dbc,Gadgets,['etiqueta_1'],False,2025-04-17 01:52:17,0
68044757e58fe4e2192f1c65,Tenis Runner Plus 202,0e888843-d2be-48ad-bb74-dfd561af7a56.jpg,tenis-runner-plus-202,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Destacado,Masculino,680446d22a16ea324e2a7db7,Zapatillas Deportivas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",False,2025-04-16 23:21:17,0
68044757e58fe4e2192f1c7f,Mochila Personajes Girl Max 939,31b0e558-8de4-46e7-9a6f-4fcd5a3d2be4.jpg,mochila-personajes-girl-max-939,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Exclusivo,Niñas,680446d22a16ea324e2a7dc2,Colecciones Infantiles,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",False,2025-04-17 03:02:17,0
68044757e58fe4e2192f1c84,Lonchera Unicorn 2.0 788,41ae6835-b445-4f20-a4a0-5ba3031f0868.jpg,lonchera-unicorn-2-0-788,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Nuevo,Niñas,680446d22a16ea324e2a7dae,Mochilas Escolares,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 00:58:17,0
68044757e58fe4e2192f1c8c,Estuche Triple Stars Plus 884,f815ee2e-981f-42fd-a6ac-78d688bac033.jpg,estuche-triple-stars-plus-884,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Edición Limitada,Niñas,680446d22a16ea324e2a7db2,Cartucheras,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-16 23:15:17,0
68044757e58fe4e2192f1c93,Estuche Tech 2.0 467,2d206ab9-8524-426a-9c5e-688c48d5013b.jpg,estuche-tech-2-0-467,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Oferta,Masculino,680446d22a16ea324e2a7daf,Portadocumentos,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",True,2025-04-17 02:56:17,0
68044757e58fe4e2192f1c98,Zapatillas City Max 551,7df40788-910b-40f0-be04-d732a50cb72b.jpg,zapatillas-city-max-551,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Edición Limitada,Masculino,680446d22a16ea324e2a7db7,Zapatillas Casual,['etiqueta_1'],False,2025-04-17 01:06:17,0
68044757e58fe4e2192f1caa,Sandalias Fun Premium 261,7f1ab992-c4d0-4fb5-994f-e7d3940b3227.jpg,sandalias-fun-premium-261,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Exclusivo,Niños,680446d22a16ea324e2a7db9,Zapatillas Casual,['etiqueta_1'],False,2025-04-17 03:07:17,0
68044757e58fe4e2192f1cc3,Neceser Beauty 2.0 124,063b0f89-0f05-48c3-85a5-869427917ead.jpg,neceser-beauty-2-0-124,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Destacado,Femenino,680446d22a16ea324e2a7db0,Estuches,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 01:09:17,0
68044757e58fe4e2192f1cc8,Estuche Triple Pro 879,e0d5a47b-d369-4e23-b4d4-63ea2389c90b.jpg,estuche-triple-pro-879,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Exclusivo,Niños,680446d22a16ea324e2a7db1,Estuches,['etiqueta_1'],True,2025-04-17 00:09:17,0
68044757e58fe4e2192f1ccf,Mochila Premium Pro 413,72de74df-16c8-408f-98a3-3e1cc4a468bd.jpg,mochila-premium-pro-413,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Oferta,Masculino,680446d22a16ea324e2a7dbf,Premium,"['etiqueta_1', 'etiqueta_2']",True,2025-04-17 00:19:17,0
68044757e58fe4e2192f1cd9,Billetera Slim Max 832,3f25371b-e3ea-4c92-9cad-84ce726f48ee.jpg,billetera-slim-max-832,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Edición Limitada,Femenino,680446d22a16ea324e2a7db0,Neceseres,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",False,2025-04-17 01:02:17,0
68044757e58fe4e2192f1cdf,Neceser Voyage Max 216,4b568fa3-fe50-4ac6-afac-ae3271daa8ae.jpg,neceser-voyage-max-216,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Edición Limitada,Masculino,680446d22a16ea324e2a7daf,Portadocumentos,"['etiqueta_1', 'etiqueta_2']",False,2025-04-17 00:24:17,0
68044757e58fe4e2192f1ce5,Set Colección Infantil Plus 286,9efde019-2cb8-4fbd-a74d-253f6ada03d2.jpg,set-coleccion-infantil-plus-286,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Exclusivo,Niños,680446d22a16ea324e2a7dc1,Personajes,"['etiqueta_1', 'etiqueta_2']",False,2025-04-17 01:37:17,0
68044757e58fe4e2192f1cee,Mochila Premium 2.0 325,cda5c38a-f561-4cd3-b39f-c806160b2cbe.jpg,mochila-premium-2-0-325,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Nuevo,Masculino,680446d22a16ea324e2a7dbf,Colecciones Limitadas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",True,2025-04-17 00:55:17,0
68044757e58fe4e2192f1cf5,Lonchera Princess Max 606,2d0f2ccb-37b2-49d0-8382-7a4801ffb29a.jpg,lonchera-princess-max-606,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Oferta,Niñas,680446d22a16ea324e2a7db2,Estuches,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 01:46:17,0
68044757e58fe4e2192f1cfd,Camiseta Fit Max 871,44a532e4-4d95-4c24-b34d-5036f6fa738e.jpg,camiseta-fit-max-871,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Nuevo,Femenino,680446d22a16ea324e2a7db4,Pantalones,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 01:23:17,0
68044757e58fe4e2192f1d0f,Case Phone Cute Plus 721,2721861d-e61f-4f88-a189-5140528d9b36.jpg,case-phone-cute-plus-721,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Nuevo,Niñas,680446d22a16ea324e2a7dbe,Gadgets Infantiles,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 01:21:17,0
68044757e58fe4e2192f1d17,Estuche Glam Lite 836,e3acbab7-fac9-4f88-8b7a-40fa6b20979d.jpg,estuche-glam-lite-836,Funcionalidad excepcional con detalles prácticos. La opción ideal para quienes valoran la calidad y el diseño.,Destacado,Femenino,680446d22a16ea324e2a7db0,Estuches,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",True,2025-04-17 01:36:17,0
68044757e58fe4e2192f1d1c,Pantalón Slim Premium 168,b3b55d10-6db2-4596-b224-8bc180c6b80d.jpg,pantalon-slim-premium-168,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Oferta,Femenino,680446d22a16ea324e2a7db4,Camisetas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",True,2025-04-17 01:39:17,0
68044757e58fe4e2192f1d2a,Zapatillas Sweet Pro 613,d713845c-5a9d-4042-81e8-9e12e145251c.jpg,zapatillas-sweet-pro-613,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Exclusivo,Niñas,680446d22a16ea324e2a7dba,Zapatillas Deportivas,"['etiqueta_1', 'etiqueta_2']",False,2025-04-17 00:37:17,0
68044757e58fe4e2192f1d44,Tenis Sport Kid Plus 672,086959a4-e9f9-4e1c-8804-d5ab9bbae276.jpg,tenis-sport-kid-plus-672,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Edición Limitada,Niños,680446d22a16ea324e2a7db9,Sandalias,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",False,2025-04-17 00:04:17,0
68044757e58fe4e2192f1d59,Mochila Junior Pink Plus 764,bd693eb1-e652-4842-a3a5-77f888ce3c1b.jpg,mochila-junior-pink-plus-764,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Nuevo,Niñas,680446d22a16ea324e2a7dae,Loncheras,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",False,2025-04-17 00:47:17,0
68044757e58fe4e2192f1d5d,Mochila Premium Plus 702,19c790a7-0596-4224-8447-c9698e022f6d.jpg,mochila-premium-plus-702,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Edición Limitada,Masculino,680446d22a16ea324e2a7dbf,Colecciones Limitadas,"['etiqueta_1', 'etiqueta_2']",True,2025-04-17 01:36:17,0
68044757e58fe4e2192f1d62,Set Colección Sweet Pro 507,70c2acbc-8086-4959-a492-a476c4d468a7.jpg,set-coleccion-sweet-pro-507,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Oferta,Niñas,680446d22a16ea324e2a7dc2,Personajes,"['etiqueta_1', 'etiqueta_2']",False,2025-04-17 01:00:17,0
68044757e58fe4e2192f1d6c,Chaqueta Urban Max 997,53223093-7ab0-45bb-b16a-34b355c24cb5.jpg,chaqueta-urban-max-997,Elaborado con tecnología de punta y materiales sostenibles. Un producto que cuida de ti y del medio ambiente.,Exclusivo,Masculino,680446d22a16ea324e2a7db3,Sudaderas,['etiqueta_1'],True,2025-04-17 00:57:17,0
68044757e58fe4e2192f1d86,Camiseta Princess Premium 575,4a70652f-733c-467f-9112-4df5432bb753.jpg,camiseta-princess-premium-575,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Destacado,Niñas,680446d22a16ea324e2a7db6,Camisetas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-16 23:59:17,0
68044757e58fe4e2192f1d95,Chaqueta City 2.0 993,731e3bac-6167-4189-996a-c3fc9c2fcc6e.jpg,chaqueta-city-2-0-993,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Oferta,Femenino,680446d22a16ea324e2a7db4,Ropa Deportiva,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4']",False,2025-04-17 03:12:17,0
68044757e58fe4e2192f1da6,Billetera Classic 2.0 617,ccb92294-4091-4e32-804f-f89ec84528b9.jpg,billetera-classic-2-0-617,"Diseño ergonómico y resistente, ideal para uso diario. Con compartimentos organizados para satisfacer todas tus necesidades.",Nuevo,Masculino,680446d22a16ea324e2a7daf,Billeteras,['etiqueta_1'],False,2025-04-17 01:34:17,0
68044757e58fe4e2192f1daf,Camiseta Fun Max 610,150797fe-3077-4714-97f5-34acff5e31df.jpg,camiseta-fun-max-610,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Exclusivo,Niños,680446d22a16ea324e2a7db5,Pantalones,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",False,2025-04-17 00:59:17,0
68044757e58fe4e2192f1dbd,Billetera Slim 2.0 525,17f7b551-fb17-4db4-a892-e619887b9330.jpg,billetera-slim-2-0-525,"Fabricado con los mejores materiales, ofrece comodidad y espacio. Su diseño único refleja tu personalidad.",Edición Limitada,Femenino,680446d22a16ea324e2a7db0,Estuches,['etiqueta_1'],False,2025-04-16 23:23:17,0
68044757e58fe4e2192f1dc3,Set Eco-friendly Plus Max 364,13bf26a8-accd-4c2d-a43c-29f80334fc6e.jpg,set-eco-friendly-plus-max-364,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Exclusivo,Femenino,680446d22a16ea324e2a7dc0,Colecciones Limitadas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",False,2025-04-17 02:44:17,0
68044757e58fe4e2192f1dcc,Mochila Junior Pink Max 123,5aa27711-1032-4ba3-8dd8-0ab4af25ccc9.jpg,mochila-junior-pink-max-123,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Exclusivo,Niñas,680446d22a16ea324e2a7dae,Mochilas Escolares,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",False,2025-04-17 02:36:17,0
68044757e58fe4e2192f1dd6,Audífonos Slim 2.0 154,4a801396-780b-4825-b58e-16d197c24a9e.jpg,audifonos-slim-2-0-154,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Nuevo,Femenino,680446d22a16ea324e2a7dbc,Powerbanks,"['etiqueta_1', 'etiqueta_2']",True,2025-04-17 02:13:17,0
68044757e58fe4e2192f1dde,Zapatillas City Fit Max 678,8e6e3911-9845-4512-a498-37cb7069bcc9.jpg,zapatillas-city-fit-max-678,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Oferta,Femenino,680446d22a16ea324e2a7db8,Zapatillas Deportivas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 00:06:17,0
68044757e58fe4e2192f1de5,Estuche Glam Plus 959,e0860b1e-ba42-4333-805c-c5cbe58c8a1a.jpg,estuche-glam-plus-959,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Oferta,Femenino,680446d22a16ea324e2a7db0,Estuches,"['etiqueta_1', 'etiqueta_2']",True,2025-04-17 00:49:17,0
68044757e58fe4e2192f1ded,Kit Edición Limitada Fashion Plus 364,367a7eac-5835-4684-845c-4a50bd698eab.jpg,kit-edicion-limitada-fashion-plus-364,Calidad premium y estilo contemporáneo. La combinación perfecta de practicidad y tendencia actual.,Oferta,Femenino,680446d22a16ea324e2a7dc0,Colecciones Limitadas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 02:41:17,0
68044757e58fe4e2192f1df5,Set Eco-friendly Plus Pro 704,f8882483-e065-4d1d-9ef5-7feaefb86b28.jpg,set-eco-friendly-plus-pro-704,Diseño minimalista pero funcional. Perfecto para quienes buscan simplicidad sin renunciar al estilo.,Edición Limitada,Femenino,680446d22a16ea324e2a7dc0,Colecciones Limitadas,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 01:37:17,0
68044757e58fe4e2192f1dfc,Lonchera Unicorn Lite 829,0e4f683a-f292-4624-b703-2c42bff52cb5.jpg,lonchera-unicorn-lite-829,Material duradero y tecnología avanzada. Combina funcionalidad y estilo para acompañarte en todas tus actividades.,Destacado,Niñas,680446d22a16ea324e2a7dae,Mochilas para Niños,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3']",True,2025-04-17 02:29:17,0
68044757e58fe4e2192f1e01,Set Colección Sweet Pro 920,449c598f-dd31-43e5-86cb-1e79e55069c6.jpg,set-coleccion-sweet-pro-920,Innovación y diseño de vanguardia. Un producto que destaca por su durabilidad y detalles cuidadosamente seleccionados.,Edición Limitada,Niñas,680446d22a16ea324e2a7dc2,Colecciones Infantiles,['etiqueta_1'],True,2025-04-16 23:43:17,0
68044757e58fe4e2192f1e0a,Zapatillas City Lite 284,f4fca640-e5c2-4974-bbfc-1f7fcab89176.jpg,zapatillas-city-lite-284,Línea exclusiva con los más altos estándares de calidad. Un producto indispensable para tu día a día.,Nuevo,Masculino,680446d22a16ea324e2a7db7,Zapatillas Casual,"['etiqueta_1', 'etiqueta_2', 'etiqueta_3', 'etiqueta_4', 'etiqueta_5']",True,2025-04-17 01:12:17,0
